data_fato,hora_fato,grupo_fato,tipo_enquadramento,tipo_fato,municipio_fato,local_fato,bairro,quantidade_vitimas,quantidade_vitimas_norm,estacao,month,horario,data_medicao,precipitacao_total_diario,temperatura_maxima_diaria(°C),temperatura_minima_diaria(°C),umidade_relativa_ar_media_diaria(%),vento_velocidade_media_diaria(m/s)
2021-10-01,12:00:00,crimes,ameaca,consumado,soledade,residencia,fontes,1.0,0.1111111111111111,primavera,10,dia,2021-10-01,31.6,21.9,15.9,90.6,3.7
2021-10-01,16:40:00,crimes,crime de transito,consumado,soledade,via publica,missoes,0.0,0.0,primavera,10,tarde,2021-10-01,31.6,21.9,15.9,90.6,3.7
2021-10-01,17:16:07,crimes,outros,consumado,soledade,outros,centro,1.0,0.1111111111111111,primavera,10,tarde,2021-10-01,31.6,21.9,15.9,90.6,3.7
2021-10-01,22:30:00,crimes,crime de transito,consumado,soledade,via publica,,0.0,0.0,primavera,10,noite,2021-10-01,31.6,21.9,15.9,90.6,3.7
2021-10-01,23:10:00,crimes,outros,consumado,soledade,estabelecimento comercial,,0.0,0.0,primavera,10,madrugada,2021-10-01,31.6,21.9,15.9,90.6,3.7
2021-10-02,02:50:00,crimes,outros,consumado,soledade,residencia,,0.0,0.0,primavera,10,madrugada,2021-10-02,0.2,25.3,11.6,79.0,2.9
2021-10-02,03:00:00,crimes,descumprimento de medida protetiva de urgencia,consumado,soledade,via publica,expedicionario,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-02,0.2,25.3,11.6,79.0,2.9
2021-10-02,08:00:00,crimes,furto de animal,consumado,soledade,residencia,interior,1.0,0.1111111111111111,primavera,10,dia,2021-10-02,0.2,25.3,11.6,79.0,2.9
2021-10-02,11:00:00,crimes,furto qualificado,consumado,soledade,residencia,,0.0,0.0,primavera,10,dia,2021-10-02,0.2,25.3,11.6,79.0,2.9
2021-10-02,16:40:00,crimes,crime de transito,consumado,soledade,via publica,missoes,0.0,0.0,primavera,10,tarde,2021-10-02,0.2,25.3,11.6,79.0,2.9
2021-10-02,18:00:00,crimes,outros,consumado,soledade,outros,centro,1.0,0.1111111111111111,primavera,10,tarde,2021-10-02,0.2,25.3,11.6,79.0,2.9
2021-10-02,18:35:00,crimes,crime de transito,consumado,soledade,via publica,,1.0,0.1111111111111111,primavera,10,tarde,2021-10-02,0.2,25.3,11.6,79.0,2.9
2021-10-02,19:40:00,crimes,perseguicao,consumado,soledade,residencia,centro,1.0,0.1111111111111111,primavera,10,noite,2021-10-02,0.2,25.3,11.6,79.0,2.9
2021-10-02,22:00:00,crimes,lesao corporal,consumado,soledade,via publica,fontes,3.0,0.3333333333333333,primavera,10,noite,2021-10-02,0.2,25.3,11.6,79.0,2.9
2021-10-02,22:30:00,crimes,ameaca,consumado,soledade,outros,,1.0,0.1111111111111111,primavera,10,noite,2021-10-02,0.2,25.3,11.6,79.0,2.9
2021-10-03,03:50:00,crimes,embriaguez ao volante,consumado,soledade,via publica,,0.0,0.0,primavera,10,madrugada,2021-10-03,29.8,22.3,14.8,87.3,2.9
2021-10-03,06:00:00,crimes,lesao corporal,consumado,soledade,residencia,botucarai,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-03,29.8,22.3,14.8,87.3,2.9
2021-10-03,12:00:00,crimes,incendio doloso,consumado,soledade,residencia,botucarai,1.0,0.1111111111111111,primavera,10,dia,2021-10-03,29.8,22.3,14.8,87.3,2.9
2021-10-03,14:25:00,crimes,favorecimento real,consumado,soledade,outros,missoes,0.0,0.0,primavera,10,tarde,2021-10-03,29.8,22.3,14.8,87.3,2.9
2021-10-03,16:00:00,crimes,ameaca,consumado,soledade,outros,industrial,1.0,0.1111111111111111,primavera,10,tarde,2021-10-03,29.8,22.3,14.8,87.3,2.9
2021-10-03,17:30:00,crimes,ameaca,consumado,soledade,outros,botucarai,1.0,0.1111111111111111,primavera,10,tarde,2021-10-03,29.8,22.3,14.8,87.3,2.9
2021-10-03,19:30:00,crimes,ameaca,consumado,soledade,residencia,centro,1.0,0.1111111111111111,primavera,10,noite,2021-10-03,29.8,22.3,14.8,87.3,2.9
2021-10-03,22:00:00,crimes,lesao corporal,consumado,soledade,outros,ipiranga,1.0,0.1111111111111111,primavera,10,noite,2021-10-03,29.8,22.3,14.8,87.3,2.9
2021-10-04,17:22:00,crimes,furto qualificado,consumado,soledade,residencia,,1.0,0.1111111111111111,primavera,10,tarde,2021-10-04,0.2,17.5,11.0,88.3,4.0
2021-10-04,18:00:00,crimes,receptacao,consumado,soledade,outros,fontes,1.0,0.1111111111111111,primavera,10,tarde,2021-10-04,0.2,17.5,11.0,88.3,4.0
2021-10-04,19:00:00,crimes,descumprimento de medida protetiva de urgencia,consumado,soledade,outros,,1.0,0.1111111111111111,primavera,10,noite,2021-10-04,0.2,17.5,11.0,88.3,4.0
2021-10-04,19:15:00,crimes,receptacao,consumado,soledade,via publica,botucarai,0.0,0.0,primavera,10,noite,2021-10-04,0.2,17.5,11.0,88.3,4.0
2021-10-04,20:00:00,crimes,outros,consumado,soledade,outros,centro,1.0,0.1111111111111111,primavera,10,noite,2021-10-04,0.2,17.5,11.0,88.3,4.0
2021-10-04,22:45:00,crimes,ameaca,consumado,soledade,residencia,,2.0,0.2222222222222222,primavera,10,noite,2021-10-04,0.2,17.5,11.0,88.3,4.0
2021-10-05,10:00:00,crimes,calunia,consumado,soledade,residencia,expedicionario,1.0,0.1111111111111111,primavera,10,dia,2021-10-05,0.0,21.2,7.6,74.5,3.2
2021-10-05,10:30:27,crimes,injuria,consumado,soledade,outros,centro,1.0,0.1111111111111111,primavera,10,dia,2021-10-05,0.0,21.2,7.6,74.5,3.2
2021-10-05,13:00:00,crimes,injuria,consumado,soledade,residencia,fontes,1.0,0.1111111111111111,primavera,10,tarde,2021-10-05,0.0,21.2,7.6,74.5,3.2
2021-10-05,18:02:00,crimes,outros,consumado,soledade,outros,missoes,1.0,0.1111111111111111,primavera,10,tarde,2021-10-05,0.0,21.2,7.6,74.5,3.2
2021-10-05,18:20:00,crimes,lesao corporal,consumado,soledade,via publica,,1.0,0.1111111111111111,primavera,10,tarde,2021-10-05,0.0,21.2,7.6,74.5,3.2
2021-10-05,19:00:00,crimes,furto qualificado,consumado,soledade,residencia,rincao dos coelho,1.0,0.1111111111111111,primavera,10,noite,2021-10-05,0.0,21.2,7.6,74.5,3.2
2021-10-05,22:50:00,crimes,lesao corporal,consumado,soledade,via publica,,1.0,0.1111111111111111,primavera,10,noite,2021-10-05,0.0,21.2,7.6,74.5,3.2
2021-10-06,00:01:00,crimes,ameaca,consumado,soledade,via publica,,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-06,12.8,20.3,11.8,86.5,3.0
2021-10-06,03:09:00,contravencoes,perturbacao do trabalho ou do sossego alheios,consumado,soledade,outros,missoes,2.0,0.2222222222222222,primavera,10,madrugada,2021-10-06,12.8,20.3,11.8,86.5,3.0
2021-10-06,14:00:00,contravencoes,vias de fato,consumado,soledade,via publica,,2.0,0.2222222222222222,primavera,10,tarde,2021-10-06,12.8,20.3,11.8,86.5,3.0
2021-10-06,16:00:00,crimes,dano,consumado,soledade,residencia,centro,1.0,0.1111111111111111,primavera,10,tarde,2021-10-06,12.8,20.3,11.8,86.5,3.0
2021-10-07,13:30:00,crimes,furto outros,consumado,soledade,outros,interior,0.0,0.0,primavera,10,tarde,2021-10-07,6.0,14.3,9.2,85.3,5.4
2021-10-07,14:00:00,crimes,estelionato,consumado,soledade,residencia,ipiranga,1.0,0.1111111111111111,primavera,10,tarde,2021-10-07,6.0,14.3,9.2,85.3,5.4
2021-10-07,16:30:00,crimes,furto de animal,consumado,soledade,outros,,1.0,0.1111111111111111,primavera,10,tarde,2021-10-07,6.0,14.3,9.2,85.3,5.4
2021-10-07,23:20:51,crimes,outros,consumado,soledade,outros,centro,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-07,6.0,14.3,9.2,85.3,5.4
2021-10-08,02:15:00,crimes,furto qualificado,consumado,soledade,etabelecimento ensino,,0.0,0.0,primavera,10,madrugada,2021-10-08,0.0,20.2,8.5,89.7,5.3
2021-10-08,04:00:00,crimes,furto de animal,consumado,soledade,residencia,interior,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-08,0.0,20.2,8.5,89.7,5.3
2021-10-08,09:50:00,crimes,ameaca,consumado,soledade,via publica,centro,1.0,0.1111111111111111,primavera,10,dia,2021-10-08,0.0,20.2,8.5,89.7,5.3
2021-10-08,11:30:00,crimes,dano,consumado,soledade,via publica,centro,1.0,0.1111111111111111,primavera,10,dia,2021-10-08,0.0,20.2,8.5,89.7,5.3
2021-10-08,14:00:00,crimes,posse ilegal de arma,consumado,soledade,residencia,centro,0.0,0.0,primavera,10,tarde,2021-10-08,0.0,20.2,8.5,89.7,5.3
2021-10-08,14:30:00,contravencoes,crime ambiental,consumado,soledade,residencia,,0.0,0.0,primavera,10,tarde,2021-10-08,0.0,20.2,8.5,89.7,5.3
2021-10-08,14:30:00,crimes,receptacao,consumado,soledade,residencia,interior,1.0,0.1111111111111111,primavera,10,tarde,2021-10-08,0.0,20.2,8.5,89.7,5.3
